Model,Brand,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
Audi A5 Cabriolet (S line),Audi,30/09/2024,"€9,943.00",2012,98243,Convertible,Automatic,Diesel,Blue Audi A5 Cabriolet3.0 TDI V6 S line Convertible 2dr Diesel S Tronic quattro Euro 6 (s/s) (245 ps)3 previous owners,Meath
Audi A7 (TDI V6),Audi,01/10/2024,"€18,310.00",2014,"53,052",Hatchback,Automatic,Diesel,Silver Audi A73.0 TDI V6 S line Sportback 5dr Diesel S Tronic quattro Euro 5 (s/s) (245 ps)2 previous owners,Galway
Audi RS4 Avant (FSI V8),Audi,01/10/2024,"€28,163.00",2014,"59,581",Estate,Automatic,Petrol,Red Audi RS4 AVANT4.2 RS4 AVANT FSI QUATTRO 5d 444 BHP FULL LEATHER / HEATED F & R SEATS,Cork
Audi A3 (TDI),Audi,02/10/2024,"€11,148.00",2014,"67,120",Hatchback,Manual,Diesel,Red Audi A31.6 TDI S line Hatchback 3dr Diesel Manual Euro 5 (s/s) (105 ps)3 previous owners,Limerick
Audi A4 (Sport),Audi,04/10/2024,"€18,168.00",2019,"59,065",Saloon,Automatic,Diesel,Grey Audi A42.0 TDI SPORT 4d 148 BHP,Donegal
Audi R8 (FSI V8),Audi,06/10/2024,"€50,231.00",2011,"25,367",Convertible,Manual,Petrol,Red Audi R84.2 FSI V8 Spyder quattro Euro 5 2dr,Limerick
Audi Q7 (S line),Audi,08/10/2024,"€36,089.00",2018,"42,237 miles",SUV,Automatic,Diesel,Black Audi Q73.0 TDI V6 S line Tiptronic quattro (s/s) 5dr,Limerick
Audi A3 (TDI),Audi,09/10/2024,"€10,267.00",2017,"92,204",Hatchback,Manual,Diesel,Grey Audi A31.6 TDI Sport Euro 6 (s/s) 3dr,Cork
Audi A4 (ultra),Audi,09/10/2024,"€6,518.00",2015,"148,859",Saloon,Manual,Diesel,Blue Audi A42.0 TDI ultra SE Technik Euro 6 (s/s) 4dr,Wexford
Audi A8 (TDI V6),Audi,10/10/2024,"€18,295.00",2014,"62,370",Saloon,Automatic,Diesel,Black Audi A83.0 TDI QUATTRO SPORT EXECUTIVE 4d 254 BHP,Kildare
Audi A5 (TDI),Audi,13/10/2024,"€24,086.00",2018,37554,Hatchback,Automatic,Diesel,Blue Audi A52.0 TDI Ultra S Line 5dr S Tronic,Donegal
Audi A3 Cabriolet (TFSI),Audi,2024-10-18,"€27,951.00",2019,"11,934",Convertible,Automatic,Petrol,Grey Audi A335 TFSI S Line 2dr S Tronic 1.5,Cork
Audi SQ5 (BiTDI V6),Audi,18/10/2024,"€ 21,471",2015,"77,984",SUV,Automatic,Diesel,Navy Audi SQ53L BiTDI V6 5dr,Dublin
Audi TT (S line Special Edition),Audi,19/10/2024,"€ 7,367",2010,"111,967",Coupe,Manual,Diesel,Silver Audi TT2.0 TDI S line Special Edition quattro Euro 4 3dr4 previous owners,Dublin
Audi A3 (TFSI),Audi,19/10/2024,"€16,663.00",2016,"44,063",Saloon,Manual,Petrol,Silver Audi A31.4 TFSI S Line 4dr Satellite Navigation,Dublin
Audi Q5 (S line),Audi,21/10/2024,"€33,130.00",2019,"25,532",SUV,Automatic,Diesel,Blue Audi Q5S line 40 TDI quattro 190 PS S tronic 2.0 5dr2 previous owners,Louth
Audi A5 (TFSI),Audi,21/10/2024,"€23,923.00",2019,"36,975",Coupe,Manual,Petrol,Navy Audi A540 TFSI Black Edition 2dr 2.0,Dublin
Audi A4 (TFSI),Audi,22/10/2024,"€8,795.00",2011,"94,031",Saloon,Automatic,Petrol,Silver Audi A4TFSI QUATTRO S LINE 2.0 4dr,Kerry
Audi A4 (TDI),Audi,2024-10-23,"€14,176.00",2017,63195,Saloon,Manual,Diesel,Grey Audi A42.0 TDI Ultra 190 Sport 4dr Diesel Saloon,Clare
Audi A3 (TFSI),Audi,24/10/2024,"€9,867.00",2014,"73,939",Hatchback,Manual,Petrol,Red Audi A31.4 TFSI S line Sportback Euro 5 (s/s) 5dr5 previous owners,Cavan
Audi A4 Avant (TDI),Audi,2024-10-24,"€9,960.00",2010,"76,160",Estate,Manual,Diesel,Audi A42.0 AVANT TDI S LINE SPECIAL EDITION 5d 141 BHP,Cork
Audi Q2 (S line),Audi,24/10/2024,"€23,643.00",2019,"14,850",SUV,Manual,Petrol,Black Audi Q235 TFSI S Line 5dr 1.51 previous owner,Cork
Audi A5 Cabriolet (TDI),Audi,25/10/2024,"€2,880.00",2010,"138,617",Convertible,Manual,Diesel,Black Audi A5 Cabriolet2.0 TDI S line Euro 5 (s/s) 2dr4 previous owners,Westmeath
Audi A4 Avant (ultra),Audi,26/10/2024,"€10,943.00",2014,"70,328",Estate,Manual,Diesel,Grey Audi A4 Avant2.0 TDI ultra SE Technik Euro 6 (s/s) 5dr,Kilkenny
Audi RS6 Avant (TFSI V8),Audi,2024-10-26,"€41,494.00",2014,50624,Estate,Automatic,Petrol,Black Audi RS6 Avant4.0 TFSI V8 Tiptronic quattro Euro 5 (s/s) 5dr6 previous owners,Wexford
Audi Q5 (S line Plus),Audi,27/10/2024,"€18,231.00",2015,"68,923",SUV,Automatic,Diesel,Red Audi Q52.0 TDI QUATTRO S LINE PLUS 5d 175 BHP2 previous owners,Kildare
Audi A3 (Sport),Audi,28/10/2024,"€15,514.00",2018,33603,Saloon,Manual,Diesel,Black Audi A31.6L Sport TDI 4dr,Dublin
Audi A3 (Sport),Audi,29/10/2024,"€8,006.00",2010,"51,310",Hatchback,Automatic,Petrol,Audi A31.4 TFSI Sport Sportback S Tronic Euro 5 (s/s) 5dr,Dublin
Audi A7 (Black Edition),Audi,30/10/2024,"€14,858.00",2015,"126,757",Hatchback,Automatic,Diesel,Grey Audi A73.0 TDI V6 Black Edition Sportback S Tronic quattro Euro 6 (s/s) 5dr2 previous owners,Dublin
Audi A6 Saloon (Black Edition),Audi,2024-11-02,"€18,719.00",2017,"91,538",Saloon,Automatic,Diesel,Audi A6 Saloon3.0 TDI V6 Black Edition S Tronic quattro Euro 6 (s/s) 4dr2 previous owners,Galway
Audi A6 Avant (TDI V6),Audi,05/11/2024,"€7,863.00",2010,"127,008",Estate,Manual,Diesel,Red Audi A6 Avant3.0 TDI V6 S line Special Edition quattro Euro 5 5dr5 previous owners,Dublin
Audi Q7 (S line),Audi,05/11/2024,"€17,077.00",2012,"88,293",SUV,Automatic,Diesel,Silver Audi Q73.0 TDI V6 S line Tiptronic quattro 5dr,Donegal
Audi A3 (TDI),Audi,05/11/2024,"€4,713.00",2012,"116,054 miles",Hatchback,Manual,Diesel,Black Audi A31.6 TDI Sport Sportback Euro 5 (s/s) 5dr,Wicklow
Audi Q5 (S line),Audi,08/11/2024,"€42,147.00",2021,"8,713",SUV,Automatic,Diesel,Red Audi Q540 TDI Quattro S Line 5dr S Tronic 2.0,Dublin
Audi A6 Avant (TDI),Audi,08/11/2024,"€16,485.00",2017,"94,114",Estate,Automatic,Diesel,Red Audi A6 Avant2.0 TDI ultra S line S Tronic Euro 6 (s/s) 5dr,Limerick
Audi A1 (S line),Audi,09/11/2024,"€11,224.00",2017,"73,894",Hatchback,Manual,Petrol,Black Audi A11.4 TFSI S-LINE 3d 148 BHP1 previous owner,Dublin
Audi A3 (TDI),Audi,09/11/2024,"€4,265.00",2009,"110,397",Hatchback,Manual,Diesel,Audi A32.0 TDI S line Euro 4 3dr,Cork
Audi Q7 (TDI V6),Audi,10/11/2024,"€ 19,718",2014,"100,381",SUV,Automatic,Diesel,Red Audi Q73.0 TDI V6 S line Style Edition Tiptronic quattro 5dr2 previous owners,Roscommon
Audi Q3 (S line),Audi,2024-11-12,"€35,081.00",2020,8094,SUV,Automatic,Petrol,Blue Audi Q3S line 40 TFSI quattro 190 PS S tronic 2.0 5dr,Wicklow
Audi A4 Avant (TFSI),Audi,12/11/2024,"€27,973.00",2019,15789,Estate,Automatic,Petrol,Audi A4Avant Black Edition 35 TFSI 150 PS S tronic 2.0 5dr,Dublin
Audi A7 (Sport),Audi,13/11/2024,"€ 36,141",2019,"19,695",Hatchback,Automatic,Diesel,Navy Audi A7Sportback Sport 50 TDI quattro 286 PS tiptronic 3.0 5dr1 previous owner,Louth
Audi A3 (Sport),Audi,2024-11-15,"€16,268.00",2018,"23,804",Hatchback,Manual,Petrol,"Grey Audi A31.5 TFSI SPORT 5d 148 BHP 7in Satellite Navigation Display, Apple CarPlay / Android Auto, Rear Parking Sensors, DAB / Bluetooth / USB, Dual-Zone Clima",Dublin
Audi A5 (Sport),Audi,17/11/2024,"€40,368.00",2022,"1,147",Coupe,Automatic,Petrol,Black Audi A5Coup- Sport 35 TFSI 150 PS S tronic 2.0 2dr,Louth
Audi A5 (TFSI),Audi,18/11/2024,"€34,746.00",2021,"10,025",Hatchback,Automatic,Petrol,Red Audi A535 TFSI S Line 5dr S Tronic 2.0,Kildare
Audi A6 Saloon (TDI),Audi,19/11/2024,"€19,766.00",2017,"50,969",Saloon,Automatic,Diesel,Grey Audi A62.0 TDI Quattro Black Edition 4dr S Tronic,Kildare
Audi TT (TFSI),Audi,2024-11-20,"€4,894.00",2008,128813,Convertible,Automatic,Petrol,Black Audi TT2.0 TFSI Roadster S Tronic Euro 4 2dr3 previous owners,Dublin
Audi Q2 (Edition 1),Audi,2024-11-20,"€24,112.00",2018,"30,579",SUV,Automatic,Petrol,Blue Audi Q21.4 TFSI CoD Edition 1 SUV 5dr Petrol S Tronic Euro 6 (s/s) (150 ps),Dublin
Audi A1 (SE),Audi,21/11/2024,"€17,259.00",2019,"21,605",Hatchback,Manual,Petrol,Navy Audi A1Sportback SE 25 TFSI 95 PS 5-speed 1.0 5dr,Donegal
Audi A3 (TDI),Audi,21/11/2024,"€4,663.00",2011,"112,350",Hatchback,Manual,Diesel,Red Audi A32.0 TDI SPORT 3d 138 BHP,Dublin
Audi Q3 (S line Plus),Audi,22/11/2024,"€ 16,274",2016,"74,071",SUV,Automatic,Diesel,Black Audi Q32.0 TDI S line Plus S Tronic quattro (s/s) 5dr2 previous owners,Kildare
Audi A6 Saloon (TFSI),Audi,2024-11-22,"€16,722.00",2018,60586,Saloon,Automatic,Petrol,Silver Audi A6TFSI SE EXECUTIVE 4-Door 1.8 4dr,Mayo
Audi Q8 (S line),Audi,23/11/2024,"€63,142.00",2022,"4,320",SUV,Automatic,Diesel,Audi Q850 TDI Quattro S Line 5dr Tiptronic 3.01 previous owner,Monaghan
Audi A3 (Black Edition),Audi,25/11/2024,"€6,767.00",2009,"88,012 miles",Hatchback,Manual,Petrol,Silver Audi A3SPORTBACK TFSI S LINE SPECIAL EDITION 1.8 5dr,Donegal
Audi A3 (Technik),Audi,2024-11-25,"€4,162.00",2009,"114,248",Hatchback,Automatic,Petrol,Black Audi A31.6 Technik S Tronic Euro 4 3dr3 previous owners,Dublin
Audi Q7 (TDI V6),Audi,25/11/2024,"€34,134.00",2017,"50,505",SUV,Automatic,Diesel,Blue Audi Q73.0 TDI V6 S line Tiptronic quattro (s/s) 5dr,Donegal
Audi A3 (Sport),Audi,27/11/2024,"€10,461.00",2017,"91,485 miles",Hatchback,Manual,Petrol,Red Audi A31.0 TFSI Sport Sportback Euro 6 (s/s) 5dr1 previous owner,Kildare
Audi SQ5 (TFSI V6),Audi,27/11/2024,"€ 38,293",2018,"31,265",SUV,Automatic,Petrol,Red Audi Q53.0 TFSI quattro 354 PS tiptronic 5dr2 previous owners,Kildare
Audi A4 Avant (Executive SE),Audi,27/11/2024,"€4,253.00",2008,"111,866",Estate,Manual,Diesel,Red Audi A4 Avant2.0 TDI Executive SE Euro 4 5dr1 previous owner,Dublin
Audi A4 Avant (TDI),Audi,28/11/2024,"€14,714.00",2017,"83,858",Estate,Automatic,Diesel,Black Audi A4 Avant2.0 TDI ultra Sport Avant S Tronic (s/s) 5dr1 previous owner,Cork
Audi RS5 (TFSI V6),Audi,28/11/2024,"€46,341.00",2018,"30,122",Coupe,Automatic,Petrol,"Red Audi A52.9 RS 5 TSFI QUATTRO 2d 444 BHP BANG & OLUFSEN! 20""s! BLACK PACK!1 previous owner",Dublin
Audi Q5 (S line),Audi,01/12/2024,"€ 50,353",2022,"5,387",SUV,Automatic,Petrol,Audi Q545 TFSI Quattro S Line 5dr S Tronic 2.01 previous owner,Dublin
Audi A1 (TFSI),Audi,02/12/2024,"€11,753.00",2017,"25,497",Hatchback,Manual,Petrol,Red Audi A11.0 TFSI SE 3d 93 BHP2 previous owners,Cork
Audi A3 (TFSI),Audi,02/12/2024,"€16,941.00",2019,"43,804",Hatchback,Manual,Petrol,Red Audi A31.5 SPORTBACK TFSI SPORT 5d 148 BHP,Leitrim
Audi A4 Avant (S line),Audi,02/12/2024,"€24,403.00",2019,"22,144",Estate,Manual,Petrol,Black Audi A4 AVANT35 TFSI S Line 5dr 2.01 previous owner,Cork
Audi A5 Cabriolet (Vorsprung),Audi,02/12/2024,"€ 39,973",2020,"24,257 miles",Convertible,Automatic,Diesel,Audi A540 TDI Quattro Vorsprung 2dr S Tronic 2.01 previous owner,Dublin
Audi SQ5 (BiTDI V6),Audi,04/12/2024,"€ 18,282",2014,"105,477",SUV,Automatic,Diesel,Audi SQ53.0 BiTDI V6 Tiptronic quattro Euro 5 (s/s) 5dr4 previous owners,Carlow
Audi Q5 (S line Plus),Audi,04/12/2024,"€ 20,157",2016,"50,357",SUV,Automatic,Diesel,Black Audi Q52.0 TDI S line Plus S Tronic quattro Euro 6 (s/s) 5dr2 previous owners,Mayo
Audi A6 Avant (S line),Audi,06/12/2024,"€ 36,408",2021,"15,268",Estate,Automatic,Diesel,Blue Audi A6Avant S line 40 TDI 204 PS S tronic 2.0 5dr,Kildare
Audi A6 Avant (Black Edition),Audi,07/12/2024,"€24,953.00",2018,"38,918 miles",Estate,Automatic,Diesel,Audi A6 Avant2.0 TDI ultra Black Edition S Tronic Euro 6 (s/s) 5dr1 previous owner,Limerick
Audi Q5 (Sport),Audi,07/12/2024,"€ 23,436",2018,"64,601 miles",SUV,Automatic,Diesel,Black Audi Q52.0 TDI QUATTRO SPORT 5d 188 BHP **QUATTRO** **DSG**2 previous owners,Clare
Audi A6 Avant (S line),Audi,07/12/2024,"€27,162.00",2019,"66,178",Estate,Automatic,Diesel,Navy Audi A6Avant S line 40 TDI 204 PS S tronic 2.0 5dr,Cork
Audi RS Q3 (Vorsprung),Audi,11/12/2024,"€59,637.00",2020,"16,562",SUV,Automatic,Petrol,Blue Audi RS Q3Sportback Vorsprung 400 PS S tronic 2.5 5dr2 previous owners,Tipperary
Audi RS4 Avant (FSI V8),Audi,11/12/2024,"€29,366.00",2014,"57,100",Estate,Automatic,Petrol,Black Audi RS4 Avant4.2 FSI V8 S Tronic quattro Euro 5 5dr,Dublin
Audi A4 Avant (Black Edition),Audi,11/12/2024,"€25,812.00",2017,"13,860 miles",Estate,Manual,Diesel,Red Audi A4 AvantAudi A4 Avant 2.0 TDI 190 Black Edition 5dr Tech Pack2 previous owners,Clare
Audi A3 (CoD),Audi,13/12/2024,"€16,337.00",2019,"35,780",Hatchback,Manual,Petrol,Grey Audi A335 TFSI SE Technik 5dr 1.51 previous owner,Galway
Audi Q2 (TFSI),Audi,2024-12-14,"€16,732.00",2017,"30,326",SUV,Manual,Petrol,Blue Audi Q2Audi Q2 1.0 TFSI 115 SE 5dr 2WD2 previous owners,Limerick
Audi Q3 (CoD),Audi,15/12/2024,"€14,548.00",2016,"63,169",SUV,Manual,Petrol,Blue Audi Q31.4 TFSI CoD S line Euro 6 (s/s) 5dr3 previous owners,Tipperary
Audi S3 (TFSI),Audi,16/12/2024,"€29,376.00",2018,"42,132",Hatchback,Automatic,Petrol,Blue Audi S3TFSI Quattro Black Edition 5dr S Tronic 2.0,Limerick
Audi A6 Saloon (TDI V6),Audi,2024-12-17,"€29,413.00",2019,"45,007",Saloon,Automatic,Diesel,Black Audi A650 TDI Quattro S Line 4dr Tip Auto 3.0,Dublin
Audi S3 (TFSI),Audi,17/12/2024,"€30,322.00",2017,"26,018",Saloon,Automatic,Petrol,Black Audi S32.0 TFSI Black Edition S Tronic quattro Euro 6 (s/s) 4dr1 previous owner,Louth
Audi Q7 (S line),Audi,17/12/2024,"€31,164.00",2016,"49,376",SUV,Automatic,Diesel,Black Audi Q73.0 TDI QUATTRO S LINE 5d 215 BHP ELECTRIC TAILGATE2 previous owners,Donegal
Audi A5 (S line),Audi,18/12/2024,"€23,036.00",2017,"19,336",Coupe,Automatic,Petrol,Blue Audi A5 COUPE2.0 TFSI S Line 2dr S Tronic1 previous owner,Galway
Audi S3 (TFSI),Audi,20/12/2024,"€26,177.00",2019,40008,Hatchback,Automatic,Petrol,Grey Audi S32.0 TFSI Sportback S Tronic quattro Euro 6 (s/s) 5dr2 previous owners,Dublin
Audi S5 (Black Edition),Audi,20/12/2024,"€19,831.00",2016,"61,833 miles",Hatchback,Automatic,Petrol,Grey Audi S5 Sportback3.0 Tfsi V6 Black Edition Sportback 5dr Petrol S Tronic Quattro Euro 6 (s/s) (333 Ps)2 previous owners,Dublin
Audi Q3 (SE),Audi,20/12/2024,"€12,929.00",2015,"70,255",SUV,Manual,Diesel,Black Audi Q32.0 TDI SE 5dr2 previous owners,Dublin
Audi Q7 (TDI V6),Audi,2024-12-21,"€58,376.00",2020,21975,SUV,Automatic,Diesel,"Navy Audi Q73.0 TDI QUATTRO S LINE BLACK EDITION 5d 282 BHP HUGE SPEC*1 KEEPER*22""ALLOYS1 previous owner",Monaghan
BMW 4 Series (M Sport),BMW,2024-01-02,"€15,899.00",2016,"75,663",Convertible,Automatic,Diesel,Blue BMW 4 SERIES420d 2.0 190 Bhp M SPORT NAV 2dr,Galway
BMW 4 Series Gran Coupe (428i),BMW,04/01/2024,"€20,641.00",2015,"37,197",Hatchback,Automatic,Petrol,Red BMW 4 Series Gran Coupe2.0 428i M Sport Auto Euro 6 (s/s) 5dr2 previous owners,Cork
BMW 1 Series (116i),BMW,04/01/2024,"€9,453.00",2012,"43,305",Hatchback,Manual,Petrol,Red BMW 1 SERIES1.6 116I SE 5d 135 BHP BLUETOOTH TELEPHONE CONNECTION2 previous owners,Dublin
BMW 4 Series Gran Coupe (M Sport),BMW,05/01/2024,"€18,819.00",2016,"83,413",Hatchback,Automatic,Diesel,Grey BMW 4 Series Gran Coupe3.0 435d M Sport Auto xDrive Euro 6 (s/s) 5dr3 previous owners,Cork
BMW X2 (18d),BMW,07/01/2024,"€19,818.00",2019,"28,819",SUV,Manual,Diesel,Red BMW X2xDrive 18d SE 5dr 2.01 previous owner,Laois
BMW 3 Series (SE),BMW,08/01/2024,"€14,244.00",2017,"35,373 miles",Saloon,Manual,Diesel,Blue BMW 3 SeriesBMW 3 316d 2.0 SE 4dr1 previous owner,Sligo
BMW 1 Series (M Sport Shadow Edition),BMW,2024-01-08,"€16,561.00",2018,38738,Hatchback,Manual,Petrol,Black BMW 1 SERIES1.5 118I M SPORT SHADOW EDITION 5d 134 BHP1 previous owner,Dublin
BMW X2 (Sport),BMW,08/01/2024,"€30,481.00",2021,"6,740",SUV,Automatic,Petrol,Silver BMW X2 SeriesX2 sDrive20i Sport 2.0 5dr2 previous owners,Cavan
BMW 4 Series Gran Coupe (Sport),BMW,2024-01-10,"€12,713.00",2015,"101,242",Hatchback,Automatic,Diesel,Black BMW 4 Series Gran Coupe2.0 420d Sport Auto Euro 6 (s/s) 5dr2 previous owners,Dublin
BMW 1 Series (118i),BMW,10/01/2024,"€8,217.00",2015,"131,119",Hatchback,Manual,Petrol,Silver BMW 1 Series1.5 118i SE Euro 6 (s/s) 5dr2 previous owners,Galway
BMW 5 Series (540i),BMW,10/01/2024,"€23,374.00",2018,"77,418",Saloon,Automatic,Petrol,BMW 5 Series3.0 540i SE Auto xDrive Euro 6 (s/s) 4dr1 previous owner,Laois
BMW 1 Series (Sport),BMW,12/01/2024,"€2,758.00",2010,144154,Hatchback,Manual,Diesel,Black BMW 1 Series2.0 116d Sport Euro 5 (s/s) 5dr4 previous owners,Cork
BMW 1 Series (M Sport),BMW,12/01/2024,"€6,956.00",2011,"94,996",Convertible,Manual,Diesel,Grey BMW 1 SERIES2.0 120D M SPORT 2d 175 BHP 3 MONTH WARRANTY LOW MILES M SPORT,Dublin
BMW 1 Series (M Sport),BMW,12/01/2024,"€9,012.00",2013,"80,008",Hatchback,Manual,Diesel,Red BMW 1 Series2.0 118d M Sport Euro 5 (s/s) 5dr3 previous owners,Cavan
BMW 1 Series (M Sport),BMW,2024-01-12,"€10,627.00",2015,"57,315",Hatchback,Manual,Diesel,Red BMW 1 Series2.0 118d M Sport Hatchback 3dr Diesel Manual Euro 6 (s/s) (150 ps)2 previous owners,Donegal
BMW X3 (SE),BMW,14/01/2024,"€5,377.00",2012,"155,724",SUV,Automatic,Diesel,Red BMW X32.0 20d SE SUV 5dr Diesel Steptronic xDrive Euro 5 (s/s) (184 ps)6 previous owners,Tipperary
BMW 1 Series (120d),BMW,14/01/2024,"€16,350.00",2017,"50,017",Hatchback,Manual,Diesel,Silver BMW 1 SERIES2.0 120D M SPORT 5d 188 BHP,Kerry
BMW X5 (SE),BMW,14/01/2024,"€22,646.00",2017,"90,117 miles",SUV,Automatic,Diesel,Navy BMW X53.0 XDRIVE30D SE 5d 255 BHP2 previous owners,Kerry
BMW 1 Series (M135i),BMW,15/01/2024,"€14,400.00",2013,"80,237",Hatchback,Automatic,Petrol,Blue BMW 1 Series3.0 M135i Auto Euro 5 (s/s) 5dr5 previous owners,Waterford
BMW 3 Series (320d ED),BMW,16/01/2024,"€9,745.00",2013,"80,691",Saloon,Automatic,Diesel,BMW 3 Series2.0 320d ED EfficientDynamics Business Auto Euro 5 (s/s) 4dr3 previous owners,Westmeath
BMW 7 Series (M Sport),BMW,17/01/2024,"€60,176.00",2021,"2,982",Saloon,Automatic,Diesel,BMW 7 Series730d M Sport Saloon 3.0 4dr1 previous owner,Meath
BMW 1 Series (118i),BMW,17/01/2024,"€17,742.00",2018,"8,446",Hatchback,Auto,Petrol,Navy BMW 1 Series1.5 118i GPF Sport Auto Euro 6 (s/s) 5dr2 previous owners,Tipperary
BMW 1 Series (116i),BMW,2024-01-18,"€9,023.00",2013,"70,718",Hatchback,Manual,Petrol,Navy BMW 1 Series1.6 116i Sport Euro 6 (s/s) 5dr3 previous owners,Dublin
BMW 4 Series Gran Coupe (M Sport),BMW,18/01/2024,"€24,152.00",2019,"16,114",Hatchback,Auto,Petrol,Red BMW 4 SERIES GRAN COUPE2.0 420I M SPORT GRAN COUPE 4d AUTO 181 BHP1 previous owner,Limerick
BMW M4 (Competition M),BMW,19/01/2024,"€73,904.00",2022,"3,891",Convertible,Automatic,Petrol,Red BMW 4 SERIES3.0 M4 Competition Edition M xDrive Auto 4WD 2dr,Galway
BMW 4 Series (420i),BMW,19/01/2024,"€38,468.00",2021,"12,206",Convertible,Automatic,Petrol,BMW 4 Series420i M Sport Convertible 2.0 2dr1 previous owner,Cork
BMW 4 Series Gran Coupe (M Sport),BMW,20/01/2024,"€24,383.00",2018,"29,881",Hatchback,Automatic,Diesel,Navy BMW 4 Series Gran Coupe3.0 430d M Sport Auto Euro 6 (s/s) 5dr2 previous owners,Limerick
BMW 1 Series (116d),BMW,21/01/2024,"€16,577.00",2019,"47,423 miles",Hatchback,Manual,Diesel,Grey BMW 1 Series1.5TD 116d M Sport Shadow Edition 5 Door1 previous owner,Waterford
BMW 2 Series (220d),BMW,22/01/2024,"€21,709.00",2019,"27,162",Coupe,Automatic,Diesel,Silver BMW 2 Series220d M Sport Coupe 2.0 2dr2 previous owners,Dublin
BMW 5 Series (520d),BMW,23/01/2024,"€11,291.00",2015,"116,594",Saloon,Automatic,Diesel,Blue BMW 5 Series2.0 520d Luxury Auto Euro 6 (s/s) 4dr3 previous owners,Kildare
BMW 1 Series (116i),BMW,24/01/2024,"€5,238.00",2011,"70,936",Hatchback,Manual,Petrol,Silver BMW 1 Series2.0 116i Sport Hatchback 5dr Petrol Manual Euro 5 (s/s) (122 ps)4 previous owners,Dublin
BMW M2 (Competition),BMW,25/01/2024,"€ 47,462",2020,6841,Coupe,Automatic,Petrol,Navy BMW M23.0 BiTurbo Competition Coupe 2dr Petrol DCT Euro 6 (s/s) (410 ps)1 previous owner,Dublin
BMW M4 (BiTurbo),BMW,25/01/2024,"€37,243.00",2017,"36,161 miles",Coupe,Automatic,Petrol,Blue BMW M43.0 BiTurbo DCT (s/s) 2dr4 previous owners,Mayo
BMW X5 (25d),BMW,26/01/2024,"€22,924.00",2015,"47,481 miles",SUV,Automatic,Diesel,Red BMW X52.0 XDRIVE25D M SPORT 5d 231 BHP ULEZ+LOW MILEAGE+AMBIENT LIGHTING,Dublin
BMW 4 Series (420i),BMW,26/01/2024,"€19,354.00",2018,"53,500",Coupe,Automatic,Petrol,Red BMW 4 Series2.0 420i GPF M Sport Auto Euro 6 (s/s) 2dr1 previous owner,Kildare
BMW M5 (i V8),BMW,27/01/2024,"€67,247.00",2020,"11,535",Saloon,Automatic,Petrol,BMW M5 SeriesM5 Competition Saloon 4.4 4dr1 previous owner,Dublin
BMW 5 Series (M Sport),BMW,29/01/2024,"€12,489.00",2008,"76,270",Saloon,Automatic,Diesel,Blue BMW 5 Series3.0 535d M Sport Steptronic Euro 4 4dr3 previous owners,Westmeath
BMW 1 Series (116d),BMW,29/01/2024,"€13,643.00",2018,"31,200",Hatchback,Manual,Diesel,Blue BMW 1 SERIES1.5 116D SE BUSINESS 5d 114 BHP PARK SENSORS~D.A.B.~BLUE TOOTH,Louth
BMW 5 Series (M Sport),BMW,2024-02-01,"€17,836.00",2017,92298,Saloon,Automatic,Diesel,Red BMW 5 Series2.0 520d M Sport Saloon 4dr Diesel Auto Euro 6 (s/s) (190 ps)2 previous owners,Louth
BMW 4 Series Gran Coupe (420d),BMW,01/02/2024,"€18,196.00",2017,"53,606",Hatchback,Automatic,Diesel,Grey BMW 4 Series Gran Coupe2.0 420d M Sport Auto Euro 6 (s/s) 5dr,Dublin
BMW 3 Series (330e),BMW,02/02/2024,"€35,251.00",2020,"19,294",Saloon,Automatic,Petrol Plug-In Hybrid,Blue BMW 3 Series330e M Sport Saloon 2.0 4dr1 previous owner,Meath
BMW 3 Series (318d),BMW,03/02/2024,"€1,151.00",2010,"136,429",Saloon,Manual,Diesel,Navy BMW 3 Series2.0 318d M Sport Euro 5 4dr5 previous owners,Dublin
BMW 2 Series (M235i),BMW,06/02/2024,"€18,779.00",2015,"41,915",Convertible,Automatic,Petrol,"Black BMW M235I3.0 M235I 2d 322 BHP H/K, PRO NAV, ELEC.SEATS",Cork
BMW 5 Series (535d),BMW,07/02/2024,"€14,293.00",2014,"100,491",Saloon,Automatic,Diesel,Black BMW 5 Series3.0 535d M Sport Auto Euro 6 (s/s) 4dr2 previous owners,Wexford
BMW M3 (BiTurbo),BMW,07/02/2024,"€36,877.00",2016,"51,962",Saloon,Automatic,Petrol,BMW M33.0 DCT BiTurbo Competition Pack + Individual Azurite Black + HUD + 360 Camera + Opal White Leather 4dr3 previous owners,Dublin
BMW 3 Series (330e),BMW,11/02/2024,"€44,566.00",2021,"4,096",Estate,Automatic,Petrol Plug-In Hybrid,Blue BMW 3 Series330e M Sport Plus Edition Touring 2.0 5dr1 previous owner,Cork
BMW 4 Series (435i),BMW,2024-02-12,"€20,123.00",2014,"32,453",Coupe,Automatic,Petrol,Navy BMW 4 Series3.0 435i M Sport Auto Euro 6 (s/s) 2dr4 previous owners,Cork
BMW X1 (M Sport),BMW,12/02/2024,"€30,257.00",2021,"7,688",SUV,Manual,Petrol,Blue BMW X1sDrive 18i [136] M Sport 5dr 1.5,Dublin
