Model,Brand,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
BMW 3 Series (330d),BMW,16/12/2024,"€15,161.00",2013,"71,619 miles",Saloon,Automatic,Diesel,Blue BMW 3 Series3.0 330d M Sport Auto xDrive Euro 5 (s/s) 4dr,Waterford
BMW X3 (20d),BMW,16/12/2024,"€37,067.00",2021,"24,329",SUV,Automatic,Diesel Hybrid,Red BMW X3 SeriesX3 xDrive20d M Sport 2.0 5dr1 previous owner,Galway
BMW 5 Series (SE),BMW,16/12/2024,"€8,918.00",2014,"126,495",Estate,Automatic,Diesel,Red BMW 5 Series2.0 520d SE Touring Auto Euro 6 (s/s) 5dr3 previous owners,Galway
BMW 1 Series (M Sport),BMW,2024-12-16,"€5,346.00",2009,"70,462",Hatchback,Manual,Petrol,Navy BMW 1 Series1.6 116i M Sport Euro 4 3dr,Limerick
BMW 4 Series (M Sport),BMW,19/12/2024,"€18,356.00",2014,"30,404",Convertible,Automatic,Petrol,Silver BMW 4 Series2.0 428i M Sport Convertible 2dr Petrol Auto Euro 6 (s/s) (245 ps)3 previous owners,Dublin
BMW 1 Series (116d),BMW,19/12/2024,"€14,903.00",2017,"75,504 miles",Hatchback,Manual,Diesel,Blue BMW 1 Series1.5 116d M Sport Shadow Edition Euro 6 (s/s) 5dr2 previous owners,Meath
BMW X5 (M Sport),BMW,20/12/2024,"€30,848.00",2016,"54,082",SUV,Automatic,Diesel,Red BMW X53.0 40d M Sport Auto xDrive Euro 6 (s/s) 5dr,Wicklow
BMW 1 Series (BluePerformance),BMW,2024-12-20,"€11,067.00",2014,58338,Hatchback,Automatic,Diesel,Black BMW 1 Series2.0 120d BluePerformance SE Auto Euro 6 (s/s) 5dr,Waterford
BMW X3 (M Sport),BMW,22/12/2024,"€45,572.00",2021,"7,199",SUV,Automatic,Petrol,Red BMW X3 SeriesX3 xDrive20i M Sport 2.0 5dr1 previous owner,Cork
BMW M5 (V8),BMW,22/12/2024,"€27,691.00",2015,"54,226",Saloon,Automatic,Petrol,Black BMW M54.4 M5 4d 553 BHP,Mayo
